N°;Departamento;Municipio;Deporte 1;Deporte 2;Deporte 3;Deporte 4;Edad;Género;Grupo étnico;Condición de discapacidad;Grupo Vulnerable;Día inscripción;"Mes
inscripción";Año inscripción
6325;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Ningún;18;7;2.019
6326;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Afro;Ninguna;Ningún;1;7;2.019
6327;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Ningún;20;7;2.019
6328;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Afro;Ninguna;Ningún;25;8;2.019
6329;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Afro;Ninguna;Ningún;1;8;2.019
6330;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Afro;Ninguna;Ningún;10;8;2.019
6331;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Afro;Ninguna;Ningún;16;8;2.019
6332;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Afro;Ninguna;Ningún;1;9;2.019
6333;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Afro;Ninguna;Ningún;2;9;2.019
6334;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Afro;Ninguna;Ningún;2;9;2.019
6335;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Ningún;2;9;2.019
6336;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Ningún;1;9;2.019
6337;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Ningún;4;9;2.019
6338;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Afro;Ninguna;Ningún;27;9;2.019
6339;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Afro;Ninguna;Ningún;27;9;2.019
6340;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Afro;Ninguna;Ningún;28;9;2.019
6341;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Afro;Ninguna;Ningún;28;9;2.019
6342;ATLÁNTICO;PALMAR DE VARELA;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;14;Masculino;Afro;Ninguna;Ningún;28;9;2.019
6343;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;26;6;2.019
6344;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Ningún;26;6;2.019
6345;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ningún;Ninguna;Ningún;4;6;2.019
6346;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ningún;Ninguna;Ningún;26;6;2.019
6347;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ningún;Ninguna;Ningún;26;6;2.019
6348;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Ningún;4;6;2.019
6349;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ningún;Ninguna;Ningún;4;6;2.019
6350;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ningún;Ninguna;Ningún;4;6;2.019
6351;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Ningún;Ninguna;Ningún;4;6;2.019
6352;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ningún;Ninguna;Ningún;18;6;2.019
6353;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ningún;Ninguna;Ningún;10;6;2.019
6354;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ningún;Ninguna;Ningún;4;6;2.019
6355;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;4;6;2.019
6356;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;4;6;2.019
6357;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;28;6;2.019
6358;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ningún;Ninguna;Ningún;14;6;2.019
6359;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ningún;Ninguna;Ningún;26;6;2.019
6360;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ningún;Ninguna;Ningún;26;6;2.019
6361;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;4;6;2.019
6362;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Ningún;18;6;2.019
6363;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ningún;Ninguna;Ningún;27;6;2.019
6364;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;8;6;2.019
6365;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Ningún;27;6;2.019
6366;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;4;6;2.019
6367;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ningún;Ninguna;Ningún;7;6;2.019
6368;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;14;7;2.019
6369;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;14;7;2.019
6370;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ningún;Ninguna;Ningún;5;7;2.019
6371;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;5;7;2.019
6372;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Ningún;Ninguna;Ningún;3;7;2.019
6373;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;16;8;2.019
6374;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Ningún;Ninguna;Ningún;8;8;2.019
6375;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ningún;Ninguna;Ningún;8;8;2.019
6376;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Ningún;5;8;2.019
6377;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;2;8;2.019
6378;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;14;8;2.019
6379;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ningún;Ninguna;Ningún;2;8;2.019
6380;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;14;8;2.019
6381;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Ningún;Ninguna;Ningún;2;8;2.019
6382;ATLÁNTICO;POLONUEVO;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;12;8;2.019
6383;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Afro;Ninguna;Ningún;21;6;2.019
6384;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Ningún;21;6;2.019
6385;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Ningún;19;6;2.019
6386;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Ningún;17;6;2.019
6387;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Ningún;26;6;2.019
6388;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Ningún;21;6;2.019
6389;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Afro;Ninguna;Ningún;26;6;2.019
6390;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Ningún;19;6;2.019
6391;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;No reporta;Afro;Ninguna;Ningún;26;6;2.019
6392;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Ningún;25;7;2.019
6393;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Afro;Ninguna;Ningún;26;7;2.019
6394;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Ningún;25;7;2.019
6395;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Ningún;25;7;2.019
6396;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Ningún;31;7;2.019
6397;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Ningún;30;7;2.019
6398;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Afro;Ninguna;Ningún;2;8;2.019
6399;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Ningún;2;8;2.019
6400;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Ningún;22;8;2.019
6401;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Masculino;Afro;Ninguna;Ningún;5;8;2.019
6402;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Afro;Ninguna;Ningún;5;8;2.019
6403;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Ningún;5;8;2.019
6404;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Afro;Ninguna;Ningún;5;8;2.019
6405;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Afro;Ninguna;Ningún;5;8;2.019
6406;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Ningún;15;8;2.019
6407;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Afro;Ninguna;Ningún;15;8;2.019
6408;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Ningún;15;8;2.019
6409;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Ningún;15;8;2.019
6410;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Ningún;20;8;2.019
6411;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Afro;Ninguna;Ningún;15;8;2.019
6412;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Afro;Ninguna;Ningún;15;8;2.019
6413;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Afro;Ninguna;Ningún;15;8;2.019
6414;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Ningún;15;8;2.019
6415;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Ningún;15;8;2.019
6416;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Afro;Ninguna;Ningún;20;8;2.019
6417;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Ningún;15;8;2.019
6418;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Afro;Ninguna;Ningún;29;8;2.019
6419;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Afro;Ninguna;Ningún;2;8;2.019
6420;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Ningún;1;9;2.019
6421;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Afro;Ninguna;Ningún;23;10;2.019
6422;ATLÁNTICO;REPELÓN;BÉISBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;13;Femenino;Afro;Ninguna;Ningún;23;10;2.019
6423;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Afro;Ninguna;Campesino;15;6;2.019
6424;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6425;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Afro;Ninguna;Campesino;15;6;2.019
6426;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Afro;Ninguna;Campesino;15;6;2.019
6427;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6428;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6429;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6430;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6431;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6432;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6433;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6434;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6435;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6436;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6437;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6438;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6439;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6440;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6441;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6442;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6443;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6444;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6445;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6446;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6447;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6448;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6449;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6450;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6451;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6452;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6453;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6454;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6455;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6456;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6457;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6458;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6459;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6460;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Afro;Ninguna;Campesino;15;6;2.019
6461;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
6462;ATLÁNTICO;CAMPO DE LA CRUZ;FÚTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Campesino;15;6;2.019
